,follows,userids
162,804017048108072961,951522626
163,804016641658888192,951522626
164,804015323309633536,951522626
165,804013066950098944,951522626
166,804012402203205632,951522626
167,804010842236796928,951522626
168,804011378998644736,951522626
169,804010104366370816,951522626
170,804008701656846336,951522626
171,803962838612135936,951522626
172,804006283665772548,951522626
173,804003656660058112,951522626
174,804003092626804736,951522626
175,804001889943687168,951522626
176,804000854235705345,951522626
177,803999973679525893,951522626
178,786076600173494273,951522626
179,3307175875,951522626
180,803995033821151232,951522626
181,803993477398798336,951522626
182,803990132504203265,951522626
183,803990012542984192,951522626
184,803988430535454720,951522626
185,803989247623565312,951522626
186,3276443064,951522626
187,1168837273,951522626
188,803982317555322880,951522626
189,803978095145480192,951522626
190,207323280,951522626
191,803970454494924800,951522626
192,803968966108545024,951522626
193,803968173036994562,951522626
194,803967554112864256,951522626
195,2497900724,951522626
196,803964065940963332,951522626
197,803963206209257472,951522626
198,803962645695098880,951522626
199,803962491604795396,951522626
200,803959320954146817,951522626
201,803959211491086339,951522626
202,1647593648,951522626
203,803956494798495744,951522626
204,803946984549838848,951522626
205,803949684712611842,951522626
206,803946737589223424,951522626
207,803941402937737217,951522626
208,803940206168670208,951522626
209,803940371478691840,951522626
210,803937695777116161,951522626
211,803936432674906113,951522626
212,803932950836420608,951522626
213,803923560616042496,951522626
214,803919199722737665,951522626
215,803914711343329280,951522626
216,803903501554196481,951522626
217,803901136662970368,951522626
218,99728986,951522626
219,803898167464865793,951522626
220,605665538,951522626
221,803895250934697984,951522626
222,803893657451364352,951522626
223,803889767305777152,951522626
224,779553131558567936,951522626
225,803887185585901568,951522626
226,2508574959,951522626
227,4300311793,951522626
228,3294713929,951522626
229,803880446958268416,951522626
230,90173044,951522626
231,803875328682704896,951522626
232,800909793569275904,951522626
233,803859125134360578,951522626
234,485593739,951522626
235,803854101310308352,951522626
236,150186408,951522626
237,803852250477187076,951522626
238,803850955007688704,951522626
239,803849954141802496,951522626
240,105409538,951522626
241,803842463203020800,951522626
242,1607927527,951522626
243,803835765205639168,951522626
244,803838364432629760,951522626
245,774319020728315904,951522626
246,803834233143885825,951522626
247,803834066734817281,951522626
248,803832272264822784,951522626
249,3179504516,951522626
250,803827370436214785,951522626
251,803822978379223040,951522626
252,765516223144534016,951522626
253,803816197313568768,951522626
254,803796945038766081,951522626
255,803799853339906048,951522626
256,1632270632,951522626
257,763946461620908034,951522626
258,796546141357744129,951522626
259,1310131249,951522626
260,803778505305718784,951522626
261,1854164425,951522626
262,803744727598333952,951522626
263,803734223081324548,951522626
264,86580112,951522626
265,803708879561490432,951522626
266,803704420953366530,951522626
267,803689329616793600,951522626
268,757914296399437825,951522626
269,803683490919124992,951522626
270,803665297311866880,951522626
271,803664858893824000,951522626
272,782451840575168512,951522626
273,165420129,951522626
274,3195488485,951522626
275,803655057090760704,951522626
276,1953628778,951522626
277,789413634,951522626
278,803638976590462976,951522626
279,803638769266016256,951522626
280,803633962165923840,951522626
281,803632787047661568,951522626
282,89892960,951522626
283,803629773775917056,951522626
284,793726604589486080,951522626
285,716507807080714240,951522626
286,803626909988954112,951522626
287,4761901753,951522626
288,803624368924491776,951522626
289,803623822188482561,951522626
290,803611863376240642,951522626
291,803610779240910848,951522626
292,203866444,951522626
293,803606613428871169,951522626
294,4004764814,951522626
295,803600738916110336,951522626
296,803600696377360384,951522626
297,803600805148377088,951522626
298,803598580237746178,951522626
299,803595713883959296,951522626
300,803595163381694464,951522626
301,803594164264992768,951522626
302,803327179987685378,951522626
303,803580942803554305,951522626
304,770311576473726977,951522626
305,799961645640515584,951522626
306,803576173594693634,951522626
307,602988240,951522626
308,803572807061762049,951522626
309,803569259141959684,951522626
310,583449964,951522626
311,60267160,951522626
312,803566572610535424,951522626
313,803566646002532352,951522626
314,803565085725753344,951522626
315,803561824079593472,951522626
316,2842666089,951522626
317,803556428158005253,951522626
318,803554928388165632,951522626
319,803551714775207936,951522626
320,803551801630814208,951522626
321,803544423850266624,951522626
322,2943001309,951522626
323,798145254771675136,951522626
324,757810091500253185,951522626
325,556209433,951522626
326,803534982354374656,951522626
327,803529885117390848,951522626
328,2686830920,951522626
329,2545549367,951522626
330,803520561112580096,951522626
331,156215566,951522626
332,791238316779724801,951522626
333,803513631946264576,951522626
334,803510603251712002,951522626
335,803509887627968512,951522626
336,803508743736393728,951522626
337,803507608078450688,951522626
338,803507275243474945,951522626
339,2969451279,951522626
340,803504210578997248,951522626
341,803503610583654401,951522626
342,803500939608870912,951522626
343,4258658474,951522626
344,803497439328108544,951522626
345,3183981210,951522626
346,803488571399217152,951522626
347,164218529,951522626
348,803487650430611456,951522626
349,803486559194398720,951522626
350,803483468151881728,951522626
351,803482394560987136,951522626
352,803481827922964481,951522626
353,803480295961862144,951522626
354,803478602763436032,951522626
355,803478426132877312,951522626
356,803471311146250241,951522626
357,365391698,951522626
358,803461503726665733,951522626
359,803457657323524096,951522626
360,803458441008254976,951522626
361,266963519,951522626
362,803448384371703808,951522626
363,784439741550694400,951522626
364,803444219666804736,951522626
365,803444064616120320,951522626
366,803441161889320960,951522626
367,214486255,951522626
368,803421080866213889,951522626
369,803392316572504065,951522626
370,803369494861189120,951522626
371,803346745031819264,951522626
372,72978083,951522626
373,803337839052136448,951522626
374,803331857924362240,951522626
375,803317727729483777,951522626
376,803310956122017792,951522626
377,109781398,951522626
378,143169267,951522626
379,803302657045700608,951522626
380,2543514745,951522626
381,803298240414228484,951522626
382,803298043864879105,951522626
383,803298307820945408,951522626
384,803297184712036352,951522626
385,803297418829766656,951522626
386,803289121921835008,951522626
387,119803177,951522626
388,2479863715,951522626
389,803278976978452480,951522626
390,803276449650069504,951522626
391,803275738447085569,951522626
392,803272345355833344,951522626
393,803272580631330818,951522626
394,803269064848277504,951522626
395,803267089536458752,951522626
396,753872788222607360,951522626
397,803239356823695361,951522626
398,803264959836626945,951522626
399,803264618420387840,951522626
400,803263827194220544,951522626
401,765839100,951522626
402,803254376118697984,951522626
403,2824868749,951522626
404,803253323008643072,951522626
405,4486738814,951522626
406,803250621218492416,951522626
407,148778220,951522626
408,803246736676253697,951522626
409,763631565511401472,951522626
410,803247078382018561,951522626
411,803193471175684096,951522626
412,803245368024567808,951522626
413,803242546948239360,951522626
414,803241064022900736,951522626
415,803238319022804992,951522626
416,771215473979432961,951522626
417,803236026445627392,951522626
418,803235327129350144,951522626
419,742831446,951522626
420,803230414634618884,951522626
421,803227658804924420,951522626
422,803231325134069761,951522626
423,803229137171283969,951522626
424,803228205201129472,951522626
425,3160437162,951522626
426,802117571885481984,951522626
427,803221730621870080,951522626
428,803222058528145408,951522626
429,803220120428392448,951522626
430,803218886275448832,951522626
431,4703322495,951522626
432,803210839649964034,951522626
433,803208995192221696,951522626
434,402558652,951522626
435,755791237890707457,951522626
436,803198057445724160,951522626
437,796016600692314112,951522626
438,803193228618919936,951522626
439,803179047639363584,951522626
440,803188663043706880,951522626
441,803189480484143104,951522626
442,803186462514520065,951522626
443,803186700369301505,951522626
444,803186444042928128,951522626
445,803183844538994688,951522626
446,803177486230007809,951522626
447,1497647815,951522626
448,803174242015526912,951522626
449,803176007851077632,951522626
450,803173507219628032,951522626
451,803169262315700225,951522626
452,732591547997401092,951522626
453,803164040834916352,951522626
454,803161018910113792,951522626
455,803159619141046272,951522626
456,803159572202434560,951522626
457,41773276,951522626
458,803157142307880960,951522626
459,1398701342,951522626
460,803154553654931456,951522626
461,1684569859,951522626
462,803148552654372864,951522626
463,181476430,951522626
464,803142573531533312,951522626
465,803142024467775488,951522626
466,803140308829667328,951522626
467,750926251,951522626
468,803138043662057472,951522626
469,803137240679546880,951522626
470,3099850309,951522626
471,1694038321,951522626
472,803134306822524928,951522626
473,803133672090046466,951522626
474,803133640796471296,951522626
475,803133640678834176,951522626
476,514074837,951522626
477,803131374861422593,951522626
478,803130629693046784,951522626
479,803106804007739392,951522626
480,803129078219935744,951522626
481,785886468246044672,951522626
482,803124903675305984,951522626
483,803121269080211456,951522626
484,803120267669028864,951522626
485,803117604973883396,951522626
486,459003196,951522626
487,1536562596,951522626
488,803113312640729088,951522626
489,803110425923649536,951522626
490,803109732928155648,951522626
491,803100492998070274,951522626
492,803097387140988928,951522626
493,803090900964560897,951522626
494,803090325258510336,951522626
495,803086707222577157,951522626
496,803085655081418752,951522626
497,214039556,951522626
498,803083615596707840,951522626
499,516839055,951522626
500,803081630365663232,951522626
501,803044024378683392,951522626
502,802845687738036224,951522626
503,803033191091052545,951522626
504,802997142088400896,951522626
505,767726342712328192,951522626
506,802950339695550466,951522626
507,111267324,951522626
508,802940808231940096,951522626
509,802936978551414784,951522626
510,802937478227181568,951522626
511,2236310730,951522626
512,802929653774163968,951522626
513,802924891641036801,951522626
514,802924939254841344,951522626
515,802924249619066884,951522626
516,802921327464157184,951522626
517,2527253234,951522626
518,802919766235090945,951522626
519,802919384427675649,951522626
520,802918215890259972,951522626
521,802905261065179136,951522626
522,802916552270028800,951522626
523,802912282141425665,951522626
524,802907302063968263,951522626
525,484066272,951522626
526,802898103732813824,951522626
527,802894071291199488,951522626
528,802462228909793280,951522626
529,802892757886869504,951522626
530,802892544094912516,951522626
531,802887937587171328,951522626
532,802885331192315904,951522626
533,802883686056095744,951522626
534,801020816154509312,951522626
535,802883215593709572,951522626
536,802882307883466752,951522626
537,575276275,951522626
538,761127261768736769,951522626
539,802877156216844296,951522626
540,802877577404809216,951522626
541,802875729042112512,951522626
542,2308787437,951522626
543,802869707179077632,951522626
544,802870642169315328,951522626
545,802867529941188612,951522626
546,802865997183066112,951522626
547,802867372843483136,951522626
548,777379336500473856,951522626
549,2374872346,951522626
550,2887553922,951522626
551,1327397300,951522626
552,802857780797263872,951522626
553,802851574632579072,951522626
554,734007447250030592,951522626
555,2717474663,951522626
556,802838969150947329,951522626
557,802832913771339777,951522626
558,802826078167384065,951522626
559,3303228036,951522626
560,748527393149640704,951522626
561,802819784354238464,951522626
562,802808421212823552,951522626
563,765162017959260160,951522626
564,802816036202545153,951522626
565,802815037379346432,951522626
566,802812823894192132,951522626
567,802811152635924480,951522626
568,802807170324578304,951522626
569,802512740820488192,951522626
570,802805785180835840,951522626
571,802801788034416640,951522626
572,773900738955243520,951522626
573,802795513418551296,951522626
574,116640654,951522626
575,4925776820,951522626
576,802772396792909824,951522626
577,802787642903404544,951522626
578,3321210438,951522626
579,169074929,951522626
580,796022940521431040,951522626
581,802782342431375361,951522626
582,1522183322,951522626
583,303610869,951522626
584,802777975368327168,951522626
585,3066923810,951522626
586,802776488932163584,951522626
587,802774105405566977,951522626
588,798074476109799425,951522626
589,802768930649448448,951522626
590,802766632330395648,951522626
591,802764883460665344,951522626
592,802762704209543168,951522626
593,83152573,951522626
594,802759342436978688,951522626
595,802759647551692800,951522626
596,802759067517087744,951522626
597,802758099438276608,951522626
598,1949015522,951522626
599,802755244778131457,951522626
600,786234061723435008,951522626
601,800774865993142274,951522626
602,802752371965071360,951522626
603,791302629053771776,951522626
604,802745433260847104,951522626
605,802742769479454720,951522626
606,802740761666011136,951522626
607,4593501966,951522626
608,802725905848303616,951522626
609,802732265511919616,951522626
610,802721110743810049,951522626
611,585273053,951522626
612,780347581037551616,951522626
613,802712828893364224,951522626
614,802710859839479812,951522626
615,567842891,951522626
616,802707311835942912,951522626
617,802700959457673216,951522626
618,802701656756322304,951522626
619,802699225662263296,951522626
620,802695964213571584,951522626
621,802690077612654592,951522626
622,802687980590825473,951522626
623,4833557743,951522626
624,785115947543699456,951522626
625,802670811505131520,951522626
626,802632180870615041,951522626
627,802629549188153344,951522626
628,802629052951449600,951522626
629,802606201041133569,951522626
630,802597025271468032,951522626
631,4889248276,951522626
632,802584109163810816,951522626
633,802581832881442816,951522626
634,802581423144239105,951522626
635,802580006652129280,951522626
636,802578244721643520,951522626
637,800259922797563908,951522626
638,802574387996139520,951522626
639,3504587475,951522626
640,802571860978171904,951522626
641,802566758599012352,951522626
642,802564982831542272,951522626
643,717615942381928448,951522626
644,802559330260320256,951522626
645,800197461838942208,951522626
646,802550911218417664,951522626
647,802548358032293893,951522626
648,782598090775793664,951522626
649,802545535915696128,951522626
650,387580426,951522626
651,802537396168495104,951522626
652,802539028105097218,951522626
653,802537369521881089,951522626
654,802536047284551680,951522626
655,749624465789595648,951522626
656,802534391012413440,951522626
657,802533719898656768,951522626
658,802528845827977216,951522626
659,802525403806101504,951522626
660,3024879452,951522626
661,802494861899395072,951522626
662,802516053179895808,951522626
663,802513498349703169,951522626
664,802512849004331012,951522626
665,802510987479785472,951522626
666,802512058340229120,951522626
667,802508818651508736,951522626
668,802505277362864128,951522626
669,780819404279775232,951522626
670,802490253017829377,951522626
671,802483854707720196,951522626
672,802454004487753728,951522626
673,1602883681,951522626
674,797034977070235652,951522626
675,802471166510120960,951522626
676,802471701309177857,951522626
677,802470707171037184,951522626
678,802470373128343552,951522626
679,802470022018977792,951522626
680,793727365503385600,951522626
681,802464412879687681,951522626
682,802465235973984256,951522626
683,802461895546372096,951522626
684,802459622594453504,951522626
685,802456190785556480,951522626
686,802454294557433856,951522626
687,801471940145844224,951522626
688,802451161777405952,951522626
689,417691289,951522626
690,802444594059345920,951522626
691,101739780,951522626
692,51407226,951522626
693,398055120,951522626
694,802440310433398784,951522626
695,802440274597199873,951522626
696,802439756323913729,951522626
697,802437960947773440,951522626
698,802435948730531840,951522626
699,802428879835111425,951522626
700,2945791615,951522626
701,802431523291009024,951522626
702,4767626052,951522626
703,802425867901210624,951522626
704,802424786726965248,951522626
705,132477799,951522626
706,802415050673655809,951522626
707,793500077440598016,951522626
708,56346416,951522626
709,802408260535889921,951522626
710,802410670385987584,951522626
711,802408856030683136,951522626
712,802409869995163648,951522626
713,802409396882042880,951522626
714,120128745,951522626
715,802404991222906880,951522626
716,802126995035303936,951522626
717,802397515001696256,951522626
718,802397386450599936,951522626
719,802392303860060164,951522626
720,802383047245131776,951522626
721,802388064404439042,951522626
722,790747011586797573,951522626
723,802382106693402624,951522626
724,802380968845676544,951522626
725,802381327093862400,951522626
726,801748586975391744,951522626
727,802373238240096257,951522626
728,802365446213103616,951522626
729,802362762345095168,951522626
730,802362791357272064,951522626
731,802361911799123968,951522626
732,4825130893,951522626
733,79977916,951522626
734,802356689206906880,951522626
735,802353562193891329,951522626
736,2357331397,951522626
737,802351867841970177,951522626
738,802348251361984512,951522626
739,802339706864287744,951522626
740,796038709514801152,951522626
741,802334248216784896,951522626
742,802329127306936320,951522626
743,802324406592798720,951522626
744,784626512859435010,951522626
745,772446711839096832,951522626
746,496968841,951522626
747,802231987134087168,951522626
748,802228683159109632,951522626
749,802221656043323392,951522626
750,802220344841039872,951522626
751,128230373,951522626
752,4554037392,951522626
753,802204090142838784,951522626
754,802203274426269696,951522626
755,802201131267002369,951522626
756,802197589999304704,951522626
757,802194883662462977,951522626
758,802182387962707968,951522626
759,802185909101674496,951522626
760,802184384052948992,951522626
761,120448118,951522626
762,802183068693970944,951522626
763,802182517034024960,951522626
764,802180092642197504,951522626
765,977766402,951522626
766,2754649861,951522626
767,802176509020610560,951522626
768,802173224888856580,951522626
769,802172228087480320,951522626
770,4077676999,951522626
771,802166757645545473,951522626
772,2602391701,951522626
773,3312989496,951522626
774,802166656890011648,951522626
775,802165710940082177,951522626
776,802163530417913856,951522626
777,776981727122223105,951522626
778,802157109680939008,951522626
779,3236566266,951522626
780,802155348333359104,951522626
781,802150940425994240,951522626
782,1922950172,951522626
783,802150131843747841,951522626
784,439055789,951522626
785,802146599702933504,951522626
786,800030086330204160,951522626
787,802143116979503105,951522626
788,802143560632074240,951522626
789,802143560762097665,951522626
790,135714931,951522626
791,802139127588081664,951522626
792,712673953844572160,951522626
793,802131752948994051,951522626
794,802127076845178880,951522626
795,802124044229189633,951522626
796,775001855457792000,951522626
797,802120190800646148,951522626
798,799827593746845697,951522626
799,801713884348477440,951522626
800,802111388499976193,951522626
801,801472812087021568,951522626
802,775625271940673536,951522626
803,802108582909112320,951522626
804,800813253043503108,951522626
805,1263627961,951522626
806,564443715,951522626
807,243533135,951522626
808,819185354,951522626
809,802099404161171457,951522626
810,802096595693174785,951522626
811,1097741618,951522626
812,792733241568587780,951522626
813,740474589285744641,951522626
814,3357202458,951522626
815,800515367650983936,951522626
816,910106444,951522626
817,798123045307252736,951522626
818,802076241461411845,951522626
819,802071641761017858,951522626
820,802069119533273088,951522626
821,802063049255370752,951522626
822,802059104353210368,951522626
823,802065947674562560,951522626
824,2379927524,951522626
825,802060489408688128,951522626
826,802055188190203904,951522626
827,802050601794281472,951522626
828,802049636433350656,951522626
829,802047646655385600,951522626
830,802046013838135296,951522626
831,802045588254490624,951522626
832,3192356210,951522626
833,802035577826766848,951522626
834,802032938233765888,951522626
835,802033673616781312,951522626
836,802033249316847616,951522626
837,802030055807328256,951522626
838,802028877304446977,951522626
839,802025543935860736,951522626
840,797221596008214528,951522626
841,802023791115325440,951522626
842,2596528614,951522626
843,802012431337816064,951522626
844,243959778,951522626
845,802015191378591744,951522626
846,802014191104262144,951522626
847,802011798761259008,951522626
848,769129084366495744,951522626
849,802009872430604288,951522626
850,802004687658487808,951522626
851,802002403696529408,951522626
852,802000150109519872,951522626
853,801999246006374401,951522626
854,572424723,951522626
855,801986623739203584,951522626
856,801987655823228932,951522626
857,801985380899815424,951522626
858,801970268797161472,951522626
859,801970316478025729,951522626
860,729349712994664448,951522626
861,1934861520,951522626
862,801902119544451072,951522626
863,801896880351289344,951522626
864,796958724472475649,951522626
865,801877371112538112,951522626
866,801861839726313472,951522626
867,801870679050055680,951522626
868,801867620676816896,951522626
869,801866114502393856,951522626
870,801863677955731459,951522626
871,801863264367804416,951522626
872,786594500571312128,951522626
873,188420423,951522626
874,801857019472998400,951522626
875,801857944874844161,951522626
876,801857236150538240,951522626
877,801853273581883392,951522626
878,801846892594429953,951522626
879,731133175494234113,951522626
880,801844407133728768,951522626
881,801843790549917696,951522626
882,801840187873574912,951522626
883,276357581,951522626
884,801833266370121729,951522626
885,2948855588,951522626
886,801832139733942273,951522626
887,99058050,951522626
888,801824046585253888,951522626
889,783664576483041280,951522626
890,751352343862489088,951522626
891,801815225158823936,951522626
892,3162737888,951522626
893,786444895095361536,951522626
894,4847909922,951522626
895,801802884367065088,951522626
896,800452424347459584,951522626
897,801795404882800640,951522626
898,801789921010782208,951522626
899,97877728,951522626
900,801786976605241344,951522626
901,801786744379232257,951522626
902,801786119524384768,951522626
903,801784950320205824,951522626
904,801784597013037057,951522626
905,801782277579702273,951522626
906,801779474287079424,951522626
907,801779978085904384,951522626
908,768062617273241600,951522626
909,801776490849259520,951522626
910,801777392809230336,951522626
911,781153457403199488,951522626
912,801775208180883456,951522626
913,572889079,951522626
914,289485772,951522626
915,631886554,951522626
916,801767860989267968,951522626
917,4547728040,951522626
918,801764459282722816,951522626
919,801764004796518400,951522626
920,801761247578333184,951522626
921,801760526002851840,951522626
922,4875949719,951522626
923,801759886887391235,951522626
924,801759656569806852,951522626
925,801756269111492609,951522626
926,801753935547535362,951522626
927,801754407008354304,951522626
928,801752870420905984,951522626
929,797095555130421252,951522626
930,1394823140,951522626
931,801746566822432768,951522626
932,801738798887555072,951522626
933,801736786359615490,951522626
934,801730733068849152,951522626
935,2843035532,951522626
936,801733062543314945,951522626
937,707475740154011648,951522626
938,801730254163374080,951522626
939,41309473,951522626
940,801728808768471040,951522626
941,801725605091737600,951522626
942,801722265461092353,951522626
943,801719921466023936,951522626
944,801720976115384320,951522626
945,801718602823061504,951522626
946,801715279730450433,951522626
947,801712696697782272,951522626
948,801711309435740160,951522626
949,4422298226,951522626
950,3125543426,951522626
951,785318326755033088,951522626
952,801699328955924480,951522626
953,1012972489,951522626
954,2640091102,951522626
955,29471019,951522626
956,801694696972189696,951522626
957,801693917032812544,951522626
958,801693368610934784,951522626
959,801692893131870208,951522626
960,801692436359565312,951522626
961,799298266600833025,951522626
962,801688362557980672,951522626
963,801687370550669312,951522626
964,801686202046935040,951522626
965,2902710500,951522626
966,70484139,951522626
967,801682714705293312,951522626
968,801681016410738688,951522626
969,781088075724226560,951522626
970,759814129393672192,951522626
971,801679124565725184,951522626
972,801677218892038144,951522626
973,778169451074248704,951522626
974,801670586028146688,951522626
975,801666681420455936,951522626
976,801666693147885568,951522626
977,801661755596410880,951522626
978,2317534542,951522626
979,801652813432553473,951522626
980,132182764,951522626
981,801649888203186177,951522626
982,801645090737225733,951522626
983,801643295034187777,951522626
984,801641074951421952,951522626
985,801638587611508737,951522626
986,801632375193018368,951522626
987,801631759964262400,951522626
988,801622523150405633,951522626
989,801617401137790976,951522626
990,801615551734878208,951522626
991,801616184810631168,951522626
992,801605956928946183,951522626
993,760163688334491648,951522626
994,798772661207740416,951522626
995,705657731617726464,951522626
996,801601685076459521,951522626
997,801601301754822657,951522626
998,801599911896694785,951522626
999,801594166153248768,951522626
1000,801587476364197888,951522626
1001,801577087412871168,951522626
1002,801494860192710657,951522626
1003,801526566710874112,951522626
1004,801511922168430592,951522626
1005,801505097855467529,951522626
1006,801502467833724928,951522626
1007,801500181426536451,951522626
1008,801500680682930176,951522626
1009,801499171710713856,951522626
1010,801498693455192064,951522626
1011,801492554130722816,951522626
1012,147103658,951522626
1013,801491984175206400,951522626
1014,801491227216445441,951522626
1015,801486164792254464,951522626
1016,801488543394758657,951522626
1017,784782684136542208,951522626
1018,740877644,951522626
1019,801478966854946816,951522626
1020,801479977858433029,951522626
1021,801476069224226817,951522626
1022,801475822649536512,951522626
1023,623861118,951522626
1024,801472527365275648,951522626
1025,778029992689008640,951522626
1026,801470677471506432,951522626
1027,801470305885650944,951522626
1028,801470250655055872,951522626
1029,801469961940201472,951522626
1030,801436987295232000,951522626
1031,273918190,951522626
1032,801466847891574784,951522626
1033,801466745173241862,951522626
1034,801466088156499972,951522626
1035,801463704332050432,951522626
1036,801464268831031298,951522626
1037,801463828089159680,951522626
1038,801462940985655296,951522626
1039,801462500277428224,951522626
1040,107711182,951522626
1041,800680746981564416,951522626
1042,801459266309812224,951522626
1043,801458657762361345,951522626
1044,801459556182269952,951522626
1045,801456481069477888,951522626
1046,140454809,951522626
1047,801455898522767360,951522626
1048,801443402818736128,951522626
1049,801454382575403008,951522626
1050,801454742723403776,951522626
1051,801452871254306816,951522626
1052,801453172170493953,951522626
1053,801452469301743616,951522626
1054,2862437658,951522626
1055,801449437419565056,951522626
1056,801449974751985664,951522626
1057,801448595903787009,951522626
1058,801446885592440832,951522626
1059,801446280912392197,951522626
1060,274107463,951522626
1061,792266902118641664,951522626
1062,801443199516626946,951522626
1063,801440835669737472,951522626
1064,801440893290967040,951522626
1065,801440468928081920,951522626
1066,801439487993597952,951522626
1067,801436639105089537,951522626
1068,801436724186353664,951522626
1069,801434077945597952,951522626
1070,801431644603199488,951522626
1071,801433243337658368,951522626
1072,801432976785453056,951522626
1073,801431906730569728,951522626
1074,801431183963942912,951522626
1075,801430909425549313,951522626
1076,782189280890200065,951522626
1077,4712930892,951522626
1078,801429919112822785,951522626
1079,801428190052880384,951522626
1080,4417589839,951522626
1081,801428067801411584,951522626
1082,754295577026985984,951522626
1083,801425461146361856,951522626
1084,801426519029522432,951522626
1085,801426232722145282,951522626
1086,801424991246028800,951522626
1087,801424717479608321,951522626
1088,801424136534790144,951522626
1089,801420440799428608,951522626
1090,795471247660482566,951522626
1091,801420255016972295,951522626
1092,797087747005706242,951522626
1093,801417412008497152,951522626
1094,801418097370533888,951522626
1095,801417234459586560,951522626
1096,2993422111,951522626
1097,801410048702500864,951522626
1098,801409018786971649,951522626
1099,799679102860992512,951522626
1100,801407865793708032,951522626
1101,713755447237455877,951522626
1102,799499809040302081,951522626
1103,801406208217268224,951522626
1104,801405012375203844,951522626
1105,801405157598633984,951522626
