,Labels,Negative,Positive,Tweet,user
3050,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3051,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3052,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3053,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3054,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3055,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3056,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3057,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3058,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3059,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3060,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3061,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3062,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3063,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3064,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3065,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3066,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3067,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3068,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3069,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3070,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3071,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3072,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3073,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3074,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3075,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3076,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3077,POSITIVE,0,4,b'@AmazonHelp Yes I did and that is what I was following up about. It would be great if one person handles this an not 4 diff people!',AmazonHelp
3078,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3079,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3080,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3081,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3082,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3083,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3084,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3085,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3086,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3087,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3088,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3089,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3090,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3091,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3092,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3093,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3094,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3095,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3096,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3097,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3098,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3099,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3100,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3101,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3102,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3103,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3104,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3105,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3106,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3107,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3108,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3109,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3110,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3111,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3112,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3113,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3114,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3115,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3116,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3117,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3118,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3119,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3120,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3121,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3122,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3123,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3124,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3125,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3126,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3127,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3128,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3129,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3130,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3131,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3132,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3133,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3134,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3135,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3136,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',AmazonHelp
3137,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',AmazonHelp
3138,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3139,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3140,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3141,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3142,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3143,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3144,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3145,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3146,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3147,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3148,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3149,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3150,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3151,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3152,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3153,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3154,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3155,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3156,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3157,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3158,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3159,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3160,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3161,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3162,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3163,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3164,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3165,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3166,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3167,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3168,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3169,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3170,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3171,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3172,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3173,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3174,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3175,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3176,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3177,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3178,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3179,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3180,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3181,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3182,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3183,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3184,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3185,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3186,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3187,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3188,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3189,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3190,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3191,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3192,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3193,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3194,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3195,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3196,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3197,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3198,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3199,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3200,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3201,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3202,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3203,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3204,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3205,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3206,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3207,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3208,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3209,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3210,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3211,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3212,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3213,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3214,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3215,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3216,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3217,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3218,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3219,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3220,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3221,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3222,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3223,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3224,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3225,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3226,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3227,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3228,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3229,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3230,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3231,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3232,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3233,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3234,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3235,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3236,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3237,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3238,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3239,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3240,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3241,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3242,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
3243,POSITIVE,0,3,b'@AskeBay Please follow me so I can DM you. Thanks',AmazonHelp
3244,POSITIVE,2,3,"b""@AskeBay it says there's a fee to send money direct. Surely you won't make me pay to send money because your user interface is broken?""",AmazonHelp
3245,POSITIVE,0,3,b'You really want these listed on your site eBay? Inappropriate &amp; HIGHLY offensive. Nothing cute or fashionable about\xe2\x80\xa6 https://t.co/VdtU8TLd8f',AmazonHelp
3246,POSITIVE,0,3,b'@AskeBay I checked and if you sell on the items you are not covered by ebays returns policy - Ebay is a joke letting people do this.not safe',AmazonHelp
3247,POSITIVE,2,3,"b""@AskeBay trying to 'ask eBay to step in' on the app but all day it's been saying technical error and asking me to try later - please help!""",AmazonHelp
