,Labels,Negative,Positive,Tweet,user
0,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
1,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
2,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
3,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
4,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
5,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
6,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
7,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
8,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
9,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
10,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
11,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
12,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
13,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
14,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
15,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
16,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
17,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
18,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
19,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
20,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
21,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
22,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
23,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
24,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
25,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
26,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
27,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
28,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
29,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
30,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
31,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
32,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
33,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
34,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
35,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
36,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
37,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
38,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
39,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
40,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
41,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
42,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
43,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
44,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
45,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
46,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
47,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
48,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
49,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
50,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
51,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
52,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
53,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
54,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
55,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
56,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
57,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
58,POSITIVE,0,3,b'@flipkartsupport plz share me product is reaches warehouse yes /nobut product pick up me 26/11/2016 earlly mrngother issue not aresponce me.',flipkartsupport
59,POSITIVE,1,3,b'@flipkartsupport.dear team my product is maximum refund date share me urgent even market purchase in product .',flipkartsupport
60,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
61,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
62,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
63,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
64,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
65,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
66,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
67,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
68,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
69,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
70,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
71,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
72,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
73,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
74,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
75,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
76,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
77,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
78,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
79,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
80,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
81,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
82,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
83,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
84,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
85,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
86,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
87,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
88,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
89,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
90,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
91,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
92,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
93,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
94,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
95,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
96,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
97,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
98,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
99,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
100,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
101,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
102,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
103,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
104,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
105,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
106,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
107,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
108,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
109,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
110,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
111,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
112,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
113,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
114,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
115,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
116,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
117,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
118,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
119,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
120,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
121,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
122,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
123,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
124,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
125,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
126,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
127,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
128,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
129,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
130,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
131,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
132,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
133,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
134,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
135,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
136,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
137,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
138,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
139,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
140,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
141,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
142,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
143,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
144,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
145,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
146,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
147,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
148,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
149,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
150,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
151,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
152,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
153,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
154,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
155,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
156,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
157,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
158,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
159,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
160,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
161,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
162,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
163,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
164,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
165,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
166,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
167,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
168,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
169,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
170,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
171,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
172,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
173,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
174,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
175,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
176,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
177,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
178,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
179,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
180,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
181,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
182,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
183,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
184,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
185,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
186,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
187,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
188,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
189,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
190,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
191,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
192,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
193,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
194,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
195,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
196,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
197,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
198,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
199,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
200,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
201,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
202,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
203,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
204,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
205,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
206,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
207,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
208,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
209,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
210,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
211,POSITIVE,1,2,b'@flipkartsupport dear team my order pick in gati couriers but not a responce in flipkart  .kindly my product update urgent basic',flipkartsupport
212,POSITIVE,0,2,b'@flipkartsupport thnx and gUD to see ur commitment thnx Rajat frn flipkart Nd Flipkart Twitter suppport',flipkartsupport
213,POSITIVE,0,2,"b'@flipkartsupport Nothing from ur side, jus been busy to open the package. :P thanks for asking though'",flipkartsupport
214,POSITIVE,0,2,b'@flipkartsupport thank you but this is not a customer service which is providing flipkart',flipkartsupport
215,POSITIVE,0,2,"b'@flipkartsupport i am going to take legal action with this and get this published to media and make people aware of how you work, trust me'",flipkartsupport
216,POSITIVE,0,2,"b""@flipkartsupport how's coordinating with the service centre guys gonna help!?\nUntil last week it was with them only, i've hardly used it""",flipkartsupport
217,POSITIVE,0,2,b'Thank you https://t.co/QSbe4WcLsQ',flipkartsupport
